Accession,GeneName
P33765,unmapped
P33897,ABCD1
P33908,MAN1A1
P33947,KDELR2
P34741,SDC2
P34810,CD68
P34903,GABRA3
P34910,EVI2B
P34925,RYK
P34969,HTR7
P34972,CNR2
P34981,TRHR
P34982,OR1D2
P34995,PTGER1
P34998,CRHR1
P35052,GPC1
P35070,BTC
P35212,GJA4
P35225,IL13
P35240,NF2
P35241,RDX
P35346,SSTR5
P35348,ADRA1A
P35367,HRH1
P35368,ADRA1B
P35372,OPRM1
P35408,PTGER4
P35410,MAS1L
P35414,APLNR
P35462,DRD3
P35498,SCN1A
P35499,SCN4A
P35523,CLCN1
P35579,MYH9
P35580,MYH10
P35590,TIE1
P35613,BSG
P35670,ATP7B
P35916,FLT4
P35968,KDR
P36021,SLC16A2
P36268,GGT2
P36269,GGT5
P36382,GJA5
P36383,GJC1
P36537,UGT2B10
P36544,CHRNA7
P36873,PPP1CC
P36888,FLT3
P36894,BMPR1A
P36896,ACVR1B
P36897,TGFBR1
P36941,LTBR
P36956,SREBF1
P37023,ACVRL1
P37058,HSD17B3
P37059,HSD17B2
P37088,SCNN1A
P37173,TGFBR2
P37287,PIGA
P37288,AVPR1A
P38435,GGCX
P38484,IFNGR2
P38567,SPAM1
P38570,ITGAE
P39086,GRIK1
P39877,PLA2G5
P40126,DCT
P40145,ADCY8
P40189,IL6ST
P40197,GP5
P40198,CEACAM3
P40199,CEACAM6
P40200,CD96
P40238,MPL
P40259,CD79B
P40305,IFI27
P40879,SLC26A3
P40933,IL15
P40967,PMEL
P41143,OPRD1
P41145,OPRK1
P41146,OPRL1
P41180,CASR
P41181,AQP2
P41217,CD200
P41221,WNT5A
P41231,P2RY2
P41273,TNFSF9
P41440,SLC19A1
P41586,ADCYAP1R1
P41587,VIPR2
P41594,GRM5
P41595,HTR2B
P41597,CCR2
P41732,TSPAN7
P41968,MC3R
P42081,CD86
P42166,TMPO
P42167,TMPO
P42261,GRIA1
P42262,GRIA2
P42263,GRIA3
P42658,DPP6
P42701,IL12RB1
P42702,LIFR
P42857,NSG1
P42892,ECE1
P43003,SLC1A3
P43004,SLC1A2
P43005,SLC1A1
P43007,SLC1A4
P43088,PTGFR
P43115,PTGER3
P43116,PTGER2
P43119,PTGIR
P43121,MCAM
P43146,DCC
P43220,GLP1R
P43307,SSR1
P43308,SSR2
P43489,TNFRSF4
P43626,KIR2DL1
P43627,KIR2DL2
P43628,KIR2DL3
P43629,KIR3DL1
P43630,KIR3DL2
P43631,KIR2DS2
P43632,KIR2DS4
P43657,LPAR6
P43681,CHRNA4
P45844,ABCG1
P45880,VDAC2
P46059,SLC15A1
P46089,GPR3
P46091,GPR1
P46092,CCR10
P46093,GPR4
P46094,XCR1
P46095,GPR6
P46098,HTR3A
P46531,NOTCH1
P46663,BDKRB1
P46695,IER3
P46721,SLCO1A2
P46977,STT3A
P47211,GALR1
P47775,GPR12
P47804,RGR
P47869,GABRA2
P47870,GABRB2
P47871,GCGR
P47872,SCTR
P47881,OR3A1
P47883,OR3A4P
P47884,OR1D4
P47887,OR1E2
P47888,OR3A3
P47890,OR1G1
P47893,OR3A2
P47898,HTR5A
P47900,P2RY1
P47901,AVPR1B
P47985,UQCRFS1
P48023,FASLG
P48029,SLC6A8
P48039,MTNR1A
P48048,KCNJ1
P48050,KCNJ4
P48051,KCNJ6
P48058,GRIA4
P48060,GLIPR1
P48061,CXCL12
P48065,SLC6A12
P48066,SLC6A11
P48067,SLC6A9
P48145,NPBWR1
P48146,NPBWR2
P48165,GJA8
P48167,GLRB
P48169,GABRA4
P48201,ATP5MC3
P48230,TM4SF4
P48357,LEPR
P48509,CD151
P48544,KCNJ5
P48546,GIPR
P48547,KCNC1
P48549,KCNJ3
P48551,IFNAR2
P48651,PTDSS1
P48664,SLC1A6
P48751,SLC4A3
P48764,SLC9A3
P48960,CD97
P48995,TRPC1
P49019,HCAR3
P49146,NPY2R
P49190,PTH2R
P49238,CX3CR1
P49257,LMAN1
P49279,SLC11A1
P49281,SLC11A2
P49286,MTNR1B
P49447,CYB561
P49641,MAN2A2
P49682,CXCR3
P49683,PRLHR
P49685,GPR15
P49755,TMED10
P49768,PSEN1
P49771,FLT3LG
P49788,RARRES1
P49810,PSEN2
P49895,DIO1
P49961,ENTPD1
P50052,AGTR2
P50281,MMP14
P50391,NPY4R
P50402,EMD
P50406,HTR6
P50416,CPT1A
P50443,SLC26A2
P50591,TNFSF10
P50851,LRBA
P50876,RNF144A
P50895,BCAM
P50993,ATP1A2
P51164,ATP4B
P51168,SCNN1B
P51170,SCNN1G
P51172,SCNN1D
P51511,MMP15
P51512,MMP16
P51571,SSR4
P51572,BCAP31
P51575,P2RX1
P51582,P2RY4
P51636,CAV2
P51648,ALDH3A2
P51654,GPC3
P51674,GPM6A
P51677,CCR3
P51679,CCR4
P51681,CCR5
P51684,CCR6
P51685,CCR8
P51686,CCR9
P51690,ARSE
P51693,APLP1
P51787,KCNQ1
P51788,CLCN2
P51790,CLCN3
P51793,CLCN4
P51795,CLCN5
P51797,CLCN6
P51798,CLCN7
P51800,CLCNKA
P51801,CLCNKB
P51805,PLXNA3
P51809,VAMP7
P51810,GPR143
P51811,XK
P51828,ADCY7
P51841,GUCY2F
P51993,FUT6
P52429,DGKE
P52569,SLC7A2
P52797,EFNA3
P52798,EFNA4
P52799,EFNB2
P52803,EFNA5
P52848,NDST1
P52849,NDST2
P52961,ART1
P53007,SLC25A1
P53708,ITGA8
P53794,SLC5A3
P53801,PTTG1IP
P53816,PLA2G16
P53985,SLC16A1
P54219,SLC18A1
P54289,CACNA2D1
P54578,USP14
P54652,HSPA2
P54707,ATP12A
P54709,ATP1B3
P54710,FXYD2
P54753,EPHB3
P54756,EPHA5
P54760,EPHB4
P54762,EPHB1
P54764,EPHA4
P54793,ARSF
P54826,GAS1
P54829,PTPN5
P54849,EMP1
P54851,EMP2
P54852,EMP3
P54855,UGT2B15
P55011,SLC12A2
P55017,SLC12A3
P55061,TMBIM6
P55064,AQP5
P55073,DIO3
P55075,FGF8
P55082,MFAP3
P55085,F2RL1
P55087,AQP4
P55160,NCKAP1L
P55259,GP2
P55283,CDH4
P55285,CDH6
P55286,CDH8
P55287,CDH11
P55289,CDH12
P55290,CDH13
P55291,CDH15
P55344,LIM2
P55808,XG
P55851,UCP2
P55899,FCGRT
P55916,UCP3
P56134,ATP5J2
P56159,GFRA1
P56180,TPTE
P56199,ITGA1
P56373,P2RX3
P56378,MP68
P56539,CAV3
P56557,TMEM50B
P56589,PEX3
P56696,KCNQ4
P56704,WNT3A
P56705,WNT4
P56746,CLDN15
P56747,CLDN6
P56748,CLDN8
P56749,CLDN12
P56750,CLDN17
P56817,BACE1
P56856,CLDN18
P56880,CLDN20
P56937,HSD17B7
P56962,STX17
P56975,NRG3
P57054,PIGP
P57057,SLC37A1
P57087,JAM2
P57088,TMEM33
P57103,SLC8A3
P57105,SYNJ2BP
P57679,EVC
P57727,TMPRSS3
P57738,TCTA
P57739,CLDN2
P57773,GJA9
P57789,KCNK10
P58170,OR1D5
P58173,OR2B6
P58180,OR4D2
P58181,OR10A3
P58182,OR12D2
P58335,ANTXR2
P58400,NRXN1
P58401,NRXN2
P58418,CLRN1
P58511,SMIM11A
P58550,FXYD6P3
P58658,EVA1C
P58743,SLC26A5
P58872,RHBDL3
P59025,RTP1
P59533,TAS2R38
P59534,TAS2R39
P59535,TAS2R40
P59536,TAS2R41
P59537,TAS2R43
P59538,TAS2R31
P59539,TAS2R45
P59540,TAS2R46
P59541,TAS2R30
P59542,TAS2R19
P59543,TAS2R20
P59544,TAS2R50
P59551,TAS2R60
P59646,FXYD4
P59773,KIAA1024L
P59861,DEFB131A
P59901,LILRA4
P59922,OR2B8P
P60033,CD81
P60059,SEC61G
P60201,PLP1
P60468,SEC61B
P60507,ERVFC1
P60508,ERVFRD-1
P60509,ERVPABLB-1
P60602,ROMO1
P60852,ZP1
P60893,GPR85
P60903,S100A10
P61009,SPCS3
P61073,CXCR4
P61165,TMEM258
P61266,STX1B
P61550,ERVS71-1
P61565,ERVK-21
P61566,ERVK-24
P61567,ERVK-7
P61570,ERVK-25
P61586,RHOA
P61619,SEC61A1
P61647,ST8SIA6
P61769,B2M
P61803,DAD1
P62079,TSPAN5
P62330,ARF6
P62491,RAB11A
P62745,RHOB
P62952,BLCAP
P62955,CACNG7
P63027,VAMP2
P63252,KCNJ2
P67812,SEC11A
P69849,NOMO3
P78310,CXADR
P78324,SIRPA
P78325,ADAM8
P78333,GPC5
P78334,GABRE
P78348,ASIC1
P78357,CNTNAP1
P78363,ABCA4
P78369,CLDN10
P78380,OLR1
P78381,SLC35A2
P78382,SLC35A1
P78383,SLC35B1
P78410,BTN3A2
P78423,CX3CL1
P78504,JAG1
P78508,KCNJ10
P78536,ADAM17
P78539,SRPX
P78552,IL13RA1
P78562,PHEX
P79483,HLA-DRB3
P80370,DLK1
P81408,FAM189B
P82251,SLC7A9
P82279,CRB1
P84157,MXRA7
P98073,TMPRSS15
P98153,DGCR2
P98155,VLDLR
P98161,PKD1
P98164,LRP2
P98172,EFNB1
P98187,CYP4F8
P98194,ATP2C1
P98196,ATP11A
P98198,ATP8B2
Q00325,SLC25A3
Q00604,NDP
Q00765,REEP5
Q00839,HNRNPU
Q00973,B4GALNT1
Q00975,CACNA1B
Q00LT1,PRCD
Q01113,IL9R
Q01118,SCN7A
Q01151,CD83
Q01344,IL5RA
Q01362,MS4A2
Q01453,PMP22
Q01628,IFITM3
Q01629,IFITM2
Q01638,IL1RL1
Q01650,SLC7A5
Q01668,CACNA1D
Q01718,MC2R
Q01726,MC1R
Q01814,ATP2B2
Q01959,SLC6A3
Q01973,ROR1
Q01974,ROR2
Q02094,RHAG
Q02127,DHODH
Q02161,RHD
Q02223,TNFRSF17
Q02246,CNTN2
Q02297,NRG1
Q02413,DSG1
Q02487,DSC2
Q02505,MUC3A
Q02643,GHRHR
Q02763,TEK
Q02846,GUCY2D
Q02978,SLC25A11
Q03135,CAV1
Q03167,TGFBR3
Q03395,ROM1
Q03405,PLAUR
Q03431,PTH1R
Q03518,TAP1
Q03721,KCNC4
Q04609,FOLH1
Q04656,ATP7A
Q04671,OCA2
Q04721,NOTCH2
Q04771,ACVR1
Q04826,HLA-B
Q04844,CHRNE
Q04900,CD164
Q04912,MST1R
Q04941,PLP2
Q05586,GRIN1
Q05901,CHRNB3
Q05940,SLC18A2
Q05996,ZP2
Q06055,ATP5MC2
Q06136,KDSR
Q06418,TYRO3
Q06432,CACNG1
Q06481,APLP2
Q06495,SLC34A1
Q06643,LTB
Q07000,HLA-C
Q07001,CHRND
Q07011,TNFRSF9
Q07021,C1QBP
Q07065,CKAP4
Q07075,ENPEP
Q07108,CD69
Q07325,CXCL9
Q07326,PIGF
Q07444,KLRC3
Q075Z2,BSPH1
Q07699,SCN1B
Q07812,BAX
Q07817,BCL2L1
Q07820,MCL1
Q07837,SLC3A1
Q07954,LRP1
Q08174,PCDH1
Q08334,IL10RB
Q08345,DDR1
Q08357,SLC20A2
Q08431,MFGE8
Q08462,ADCY2
Q08477,CYP4F3
Q08554,DSC1
Q08708,CD300C
Q08722,CD47
Q08828,ADCY1
Q08AI6,SLC38A11
Q08ET2,SIGLEC14
Q09013,DMPK
Q09160,HLA-A
Q09327,MGAT3
Q09328,MGAT5
Q09428,ABCC8
Q09470,KCNA1
Q0D2K0,NIPAL4
Q0GE19,SLC10A7
Q0P670,SPEM2
Q0P6D2,FAM69C
Q0P6H9,TMEM62
Q0VAQ4,SMAGP
Q0VDI3,TMEM267
Q10469,MGAT2
Q10471,GALNT2
Q10472,GALNT1
Q10588,BST1
Q10589,BST2
Q10981,FUT2
Q11128,FUT5
Q11130,FUT7
Q11201,ST3GAL1
Q11203,ST3GAL3
Q11206,ST3GAL4
Q12767,TMEM94
Q12770,SCAP
Q12772,SREBF2
Q12791,KCNMA1
Q12797,ASPH
Q12809,KCNH2
Q12836,ZP4
Q12846,STX4
Q12860,CNTN1
Q12864,CDH17
Q12866,MERTK
Q12879,GRIN2A
Q12884,FAP
Q12891,HYAL2
Q12893,TMEM115
Q12904,AIMP1
Q12907,LMAN2
Q12908,SLC10A2
Q12912,LRMP
Q12913,PTPRJ
Q12918,KLRB1
Q12955,ANK3
Q12981,BNIP1
Q12983,BNIP3
Q12999,TSPAN31
Q13002,GRIK2
Q13003,GRIK3
Q13018,PLA2R1
Q13021,MALL
Q13061,TRDN
Q13113,PDZK1IP1
Q13145,BAMBI
Q13183,SLC13A2
Q13190,STX5
Q13214,SEMA3B
Q13224,GRIN2B
Q13241,KLRD1
Q13255,GRM1
Q13258,PTGDR
Q13261,IL15RA
Q13277,STX3
Q13286,CLN3
Q13291,SLAMF1
Q13303,KCNAB2
Q13304,GPR17
Q13308,PTK7
Q13323,BIK
Q13324,CRHR2
Q13326,SGCG
Q13332,PTPRS
Q13336,SLC14A1
Q13349,ITGAD
Q13370,PDE3B
Q13410,BTN1A1
Q13421,MSLN
Q13423,NNT
Q13433,SLC39A6
Q13443,ADAM9
Q13444,ADAM15
Q13445,TMED1
Q13449,LSAMP
Q13454,TUSC3
Q13467,FZD5
Q13477,MADCAM1
Q13478,IL18R1
Q13488,TCIRG1
Q13491,GPM6B
Q13505,MTX1
Q13507,TRPC3
Q13508,ART3
Q13520,AQP6
Q13530,SERINC3
Q13563,PKD2
Q13571,LAPTM5
Q13576,IQGAP2
Q13585,GPR50
Q13586,STIM1
Q13591,SEMA5A
Q13606,OR5I1
Q13607,OR2F1
Q13621,SLC12A1
Q13634,CDH18
Q13635,PTCH1
Q13639,HTR4
Q13641,TPBG
Q13651,IL10RA
Q13683,ITGA7
Q13685,AAMP
Q13698,CACNA1S
Q13705,ACVR2B
Q13724,MOGS
Q13733,ATP1A4
Q13740,ALCAM
Q13797,ITGA9
Q13873,BMPR2
Q13936,CACNA1C
Q13948,CUX1
Q14002,CEACAM7
Q14003,KCNC3
Q14028,CNGB1
Q14108,SCARB2
Q14112,NID2
Q14114,LRP8
Q14118,DAG1
Q14126,DSG2
Q14141,6-Sep
Q14162,SCARF1
Q14165,MLEC
Q14210,LY6D
Q14242,SELPLG
Q14246,ADGRE1
Q14254,FLOT2
Q14318,FKBP8
Q14330,GPR18
Q14332,FZD2
Q14390,GGTLC2
Q14392,LRRC32
Q14416,GRM2
Q14432,PDE3A
Q14435,GALNT3
Q14439,GPR176
Q14494,NFE2L1
Q14500,KCNJ12
Q14512,FGFBP1
Q14517,FAT1
Q14524,SCN5A
Q14534,SQLE
Q14542,SLC29A2
Q14571,ITPR2
Q14573,ITPR3
Q14574,DSC3
Q14626,IL11RA
Q14627,IL13RA2
Q14643,ITPR1
Q14654,KCNJ11
Q14656,TMEM187
Q14689,DIP2A
Q14703,MBTPS1
Q14714,SSPN
Q14721,KCNB1
Q14728,MFSD10
Q14739,LBR
Q14761,PTPRCAP
Q14773,ICAM4
Q14789,GOLGB1
Q147U7,SMCO1
Q14802,FXYD3
Q14831,GRM7
Q14832,GRM3
Q14833,GRM4
Q14849,STARD3
Q14916,SLC17A1
Q14940,SLC9A5
Q14943,KIR3DS1
Q14952,KIR2DS3
Q14953,KIR2DS5
Q14954,KIR2DS1
Q14956,GPNMB
Q14957,GRIN2C
Q14973,SLC10A1
Q14982,OPCML
Q14BN4,SLMAP
Q14C87,TMEM132D
Q14CN2,CLCA4
Q14CX5,MFSD13A
Q14CZ8,HEPACAM
Q14D33,RTP5
Q14DG7,TMEM132B
Q15005,SPCS2
Q15011,HERPUD1
Q15012,LAPTM4A
Q15019,2-Sep
Q15035,TRAM2
Q15041,ARL6IP1
Q15043,SLC39A14
Q15077,P2RY6
Q15109,AGER
Q15116,PDCD1
Q15125,EBP
Q15155,NOMO1
Q15223,NECTIN1
Q15256,PTPRR
Q15262,PTPRK
Q15303,ERBB4
Q15363,TMED2
Q15375,EPHA7
Q15388,TOMM20
Q15391,P2RY14
Q15392,DHCR24
Q15399,TLR1
Q15413,RYR3
Q15465,SHH
Q15546,MMD
Q15612,OR1Q1
Q15614,unmapped
Q15615,OR4D1
Q15617,OR8G1
Q15619,OR1C1
Q15620,OR8B8
Q15622,OR7A5
Q15629,TRAM1
Q15722,LTB4R
Q15738,NSDHL
Q15743,GPR68
Q15746,MYLK
Q15758,SLC1A5
Q15760,GPR19
Q15761,NPY5R
Q15762,CD226
Q15768,EFNB3
Q15800,MSMO1
Q15822,CHRNA2
Q15825,CHRNA6
Q15836,VAMP3
Q15842,KCNJ8
Q15848,ADIPOQ
Q15849,SLC14A2
Q15858,SCN9A
Q15878,CACNA1E
Q15884,FAM189A2
Q15904,ATP6AP1
Q16099,GRIK4
Q16181,7-Sep
Q16206,ENOX2
Q16281,CNGA3
Q16288,NTRK3
Q16322,KCNA10
Q16348,SLC15A2
Q16394,EXT1
Q16445,GABRA6
Q16478,GRIK5
Q16512,PKN1
Q16513,PKN2
Q16515,ASIC2
Q16538,GPR162
Q16549,PCSK7
Q16552,IL17A
Q16553,LY6E
Q16558,KCNMB1
Q16563,SYPL1
Q16570,ACKR1
Q16572,SLC18A3
Q16581,C3AR1
Q16585,SGCB
Q16586,SGCA
Q16602,CALCRL
Q16611,BAK1
Q16617,NKG7
Q16620,NTRK2
Q16623,STX1A
Q16625,OCLN
Q16635,TAZ
Q16651,PRSS8
Q16653,MOG
Q16655,MLANA
Q16671,AMHR2
Q16706,MAN2A1
Q16720,ATP2B3
Q16790,CA9
Q16819,MEP1A
Q16820,MEP1B
Q16821,PPP1R3A
Q16827,PTPRO
Q16832,DDR2
Q16842,ST3GAL2
Q16849,PTPRN
Q16850,CYP51A1
Q16853,AOC3
Q16873,LTC4S
Q16880,UGT8
Q16891,IMMT
Q17R55,FAM187B
Q17R60,IMPG1
Q17RQ9,NKPD1
Q17RY6,LY6K
Q19T08,ECSCR
Q1AE95,TMEM183B
Q1EHB4,SLC5A12
Q1HG43,DUOXA1
Q1HG44,DUOXA2
Q24JP5,TMEM132A
Q24JQ0,TMEM241
Q29718,HLA-B
Q29836,HLA-B
Q29865,HLA-C
Q29940,HLA-B
Q29960,HLA-C
Q29963,HLA-C
Q29974,HLA-DRB1
Q29980,MICB
Q29983,MICA
Q2HXU8,CLEC12B
Q2I0M4,LRRC26
Q2KHT4,GSG1
Q2LD37,KIAA1109
Q2M2E3,ODF4
Q2M2H8,MGAM2
Q2M385,MPEG1
Q2M3C6,TMEM266
Q2M3G0,ABCB5
Q2M3M2,SLC5A9
Q2M3R5,SLC35G1
Q2M3T9,HYAL4
Q2PZI1,DPY19L1
Q2T9K0,TMEM44
Q2TAA5,ALG11
Q2TBF2,WSCD2
Q2VWP7,PRTG
Q2VYF4,LETM2
Q2WEN9,CEACAM16
Q2WGJ9,FER1L6
Q2Y0W8,SLC4A8
Q30134,HLA-DRB1
Q30154,HLA-DRB5
Q30167,HLA-DRB1
Q30201,HFE
Q30KP9,DEFB135
Q30KQ4,DEFB116
Q30KQ5,DEFB115
Q31610,HLA-B
Q31612,HLA-B
Q32M45,ANO4
Q32ZL2,PLPPR5
Q3B7T3,BEAN1
Q3C1V0,MS4A18
Q3KNS1,PTCHD3
Q3KNT9,TMEM95
Q3KNW5,SLC10A6
Q3KPI0,CEACAM21
Q3KR16,PLEKHG6
Q3KR37,GRAMD1B
Q3MIP1,ITPRIPL2
Q3MIR4,TMEM30B
Q3MIW9,DPCR1
Q3MIX3,ADCK5
Q3MUY2,PIGY
Q3SXP7,SHISAL1
Q3SXY7,LRIT3
Q3SY17,SLC25A52
Q3SY77,UGT3A2
Q3SYC2,MOGAT2
Q3T906,GNPTAB
Q3V5L5,MGAT5B
Q3YBM2,TMEM176B
Q3ZAQ7,VMA21
Q3ZCQ3,FAM174B
Q3ZCQ8,TIMM50
Q401N2,ZACN
Q494W8,CHRFAM7A
Q495A1,TIGIT
Q495M3,SLC36A2
Q495N2,SLC36A3
Q495T6,MMEL1
Q495W5,FUT11
Q496F6,CD300E
Q496H8,NRN1L
Q496J9,SV2C
Q49A17,GALNTL6
Q49SQ1,GPR33
Q4ADV7,RIC1
Q4G0N0,GGTA1P
Q4G0N8,SLC9C1
Q4G0T1,unmapped
Q4G148,GXYLT1
Q4G1C9,GLIPR1L2
Q4KMG0,CDON
Q4KMG9,TMEM52B
Q4KMQ2,ANO6
Q4KMZ8,NKAIN1
Q4LDR2,CTXN3
Q4QY38,DEFB134
Q4U2R8,SLC22A6
Q4V9L6,TMEM119
Q4VC39,HIGD2B
Q4VCS5,AMOT
Q4VNC0,ATP13A5
Q4VNC1,ATP13A4
Q4VXF1,FAM74A3
Q4ZG55,GREB1
Q4ZIN3,TMEM259
Q4ZJI4,SLC9B1
Q504Y0,SLC39A12
Q50LG9,LRRC24
Q53EL9,SEZ6
Q53EP0,FNDC3B
Q53EU6,GPAT3
Q53EZ4,CEP55
Q53F39,MPPE1
Q53FP2,TMEM35A
Q53GD3,SLC44A4
Q53GQ0,HSD17B12
Q53HI1,UNC50
Q53R12,TM4SF20
Q53RT3,ASPRV1
Q53RY4,KRTCAP3
Q53S58,TMEM177
Q53TN4,CYBRD1
Q562E7,WDR81
Q567V2,MPV17L2
Q587I9,SFT2D3
Q58DX5,NAALADL2
Q58EX2,SDK2
Q58HT5,AWAT1
Q5BIV9,SPRN
Q5BJD5,TMEM41B
Q5BJH2,TMEM128
Q5BJH7,YIF1B
Q5BKT4,ALG10
Q5BKX6,SLC45A4
Q5BVD1,TTMP
Q5DID0,UMODL1
Q5DX21,IGSF11
Q5EB52,MEST
Q5FWE3,PRRT3
Q5FYA8,ARSH
Q5GH70,XKR9
Q5GH72,XKR7
Q5GH73,XKR6
Q5GH76,XKR4
Q5GH77,XKR3
Q5H8A4,PIGG
Q5H943,CT83
Q5H9E4,SLC25A53
Q5H9R4,ARMCX4
Q5HYA8,TMEM67
Q5HYJ1,TECRL
Q5HYL7,TMEM196
Q5I7T1,ALG10B
Q5IJ48,CRB2
Q5J5C9,DEFB121
Q5J8M3,EMC4
Q5J8X5,MS4A13
Q5JPE7,NOMO2
Q5JQS5,OR2B11
Q5JRA6,MIA3
Q5JRM2,CXorf66
Q5JRS4,OR10J3
Q5JRV8,TMEM255A
Q5JTH9,RRP12
Q5JTV8,TOR1AIP1
Q5JUK3,KCNT1
Q5JW98,CALHM4
Q5JX69,FAM209B
Q5JX71,FAM209A
Q5JXA9,SIRPB2
Q5JXX5,GLRA4
Q5JXX7,TMEM31
Q5JZY3,EPHA10
Q5K4L6,SLC27A3
Q5KU26,COLEC12
Q5M7Z0,RNFT1
Q5M8T2,SLC35D3
Q5MY95,ENTPD8
Q5NUL3,FFAR4
Q5PT55,SLC10A5
Q5QFB9,PAPPA-AS1
Q5QGT7,RTP2
Q5QGZ9,CLEC12A
Q5R3F8,ELFN2
Q5R3K3,CALHM6
Q5RGS3,FAM74A1
Q5SGD2,PPM1L
Q5SNT2,TMEM201
Q5SQ64,LY6G6F
Q5SR56,MFSD14B
Q5SRD1,TIMM23B
Q5SRI9,MANEA
Q5SRN2,C6orf10
Q5SSG8,MUC21
Q5SWH9,TMEM69
Q5SWX8,ODR4
Q5SY80,CATSPERE
Q5SZK8,FREM2
Q5T0T0,8-Mar
Q5T197,DCST1
Q5T1A1,DCST2
Q5T1Q4,SLC35F1
Q5T1S8,NCMAP
Q5T292,C10orf128
Q5T2D2,TREML2
Q5T2E6,C10orf76
Q5T3F8,TMEM63B
Q5T3U5,ABCC10
Q5T442,GJC2
Q5T4D3,TMTC4
Q5T4F4,ZFYVE27
Q5T4S7,UBR4
Q5T4T1,TMEM170B
Q5T601,ADGRF1
Q5T6L9,ERMARD
Q5T6X4,FAM162B
Q5T6X5,GPRC6A
Q5T700,LDLRAD1
Q5T7M9,FAM69A
Q5T7P8,SYT6
Q5T848,GPR158
Q5T8D3,ACBD5
Q5T9L3,WLS
Q5T9Z0,TEDDM1
Q5TAH2,SLC9C2
Q5TAT6,COL13A1
Q5TF21,SOGA3
Q5TF39,MFSD4B
Q5TFQ8,SIRPB1
Q5TGI0,FAXC
Q5TGY1,TMCO4
Q5TGZ0,MINOS1
Q5TH69,ARFGEF3
Q5TZ20,OR2G6
Q5TZJ5,SPATA31A1
Q5U3C3,TMEM164
Q5U4P2,ASPHD1
Q5UAW9,GPR157
Q5UCC4,EMC10
Q5VSG8,MANEAL
Q5VT66,1-Mar
Q5VT99,LRRC38
Q5VTJ3,KLHDC7A
Q5VTT2,C9orf135
Q5VTY9,HHAT
Q5VU13,unmapped
Q5VU36,SPATA31A5
Q5VU65,NUP210L
Q5VU97,CACHD1
Q5VUB5,FAM171A1
Q5VUD6,FAM69B
Q5VUY2,AADACL4
Q5VV42,CDKAL1
Q5VV43,KIAA0319
Q5VV63,ATRNL1
Q5VVB8,TMEM244
Q5VVP1,SPATA31A6
Q5VW36,FOCAD
Q5VW38,GPR107
Q5VWC8,HACD4
Q5VWK5,IL23R
Q5VX71,SUSD4
Q5VXT5,SYPL2
Q5VXU1,NKAIN2
Q5VXU3,CHIC1
Q5VY43,PEAR1
Q5VY80,RAET1L
Q5VYJ5,MALRD1
Q5VYP0,SPATA31A3
Q5VYY1,ANKRD22
Q5VZ66,JAKMIP3
Q5VZ72,IZUMO3
Q5VZI3,TMEM268
Q5VZR4,MFSD14C
Q5VZY2,PLPP4
Q5W0B7,TMEM236
Q5W0N0,C9orf57
Q5W0Z9,ZDHHC20
Q5XG99,LYSMD4
Q5XXA6,ANO1
Q5Y7A7,HLA-DRB1
Q5ZPR3,CD276
Q63HM2,PCNX4
Q63ZE4,SLC22A10
Q643R3,LPCAT4
Q658N2,WSCD1
Q658P3,STEAP3
Q66K14,TBC1D9B
Q66K66,TMEM198
Q674R7,ATG9B
Q685J3,MUC17
Q687X5,STEAP4
Q68CJ9,CREB3L3
Q68CQ1,MROH7
Q68CQ7,GLT8D1
Q68CR1,SEL1L3
Q68CR7,LRRC66
Q68D42,TMEM215
Q68D85,NCR3LG1
Q68DH5,LMBRD2
Q68DV7,RNF43
Q68G75,LEMD1
Q69384,ERVK-6
Q695T7,SLC6A19
Q69YG0,TMEM42
Q69YW2,STUM
Q69YZ2,TMEM200B
Q6AI14,SLC9A4
Q6AZY7,SCARA3
Q6BAA4,FCRLB
Q6DD88,ATL3
Q6DKI7,PVRIG
Q6DN12,MCTP2
Q6DN14,MCTP1
Q6DN72,FCRL6
Q6DWJ6,GPR139
Q6E213,AWAT2
Q6EIG7,CLEC6A
Q6EMK4,VASN
Q6FHJ7,SFRP4
Q6GMR7,FAAH2
Q6GPH6,ITPRIPL1
Q6GTX8,LAIR1
Q6GV28,TMEM225
Q6H3X3,RAET1G
Q6IA17,SIGIRR
Q6IAN0,DHRS7B
Q6IC98,GRAMD4
Q6ICH7,ASPHD2
Q6ICI0,TMEM211
Q6ICL7,SLC35E4
Q6IEE7,TMEM132E
Q6IEE8,SLFN12L
Q6IEU7,OR5M10
Q6IEV9,OR4C11
Q6IEY1,OR4F16
Q6IEZ7,OR2T5
Q6IF00,OR2T2
Q6IF36,OR8G2P
Q6IF42,OR2A2
Q6IF63,OR52W1
Q6IF82,OR4A47
Q6IF99,OR10K2
Q6IFG1,OR52E8
Q6IFH4,OR6B2
Q6IFN5,OR7E24
Q6IS24,GALNT17
Q6ISS4,LAIR2
Q6ISU1,PTCRA
Q6IWH7,ANO7
Q6J4K2,SLC8B1
Q6J9G0,STYK1
Q6KCM7,SLC25A25
Q6L9W6,B4GALNT3
Q6MZM0,HEPHL1
Q6N022,TENM4
Q6N075,MFSD5
Q6NSJ0,MYORG
Q6NSJ5,LRRC8E
Q6NT16,SLC18B1
Q6NTF9,RHBDD2
Q6NUI2,GPAT2
Q6NUJ2,C11orf87
Q6NUK4,REEP3
Q6NUQ4,TMEM214
Q6NUS6,TCTN3
